family,scientificName,habitat
POACEAE,"Rupichloa acuminata","1.6 Subtropical/Tropical Moist Lowland Forest"
ORCHIDACEAE,"Sarcoglottis riocontensis","2.1 Dry Savanna"
OCHNACEAE,"Sauvagesia lanceolata","2.1 Dry Savanna"
OCHNACEAE,"Sauvagesia oliveirae","2.1 Dry Savanna"
OCHNACEAE,"Sauvagesia ribeiroi","2.1 Dry Savanna"
ARALIACEAE,"Schefflera botumirimensis","2 Savanna"
ARALIACEAE,"Schefflera botumirimensis","4.7 Subtropical/Tropical High Altitude Grassland"
ARALIACEAE,"Schefflera botumirimensis","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
ARALIACEAE,"Schefflera cephalantha","2.2 Moist Savana"
ARALIACEAE,"Schefflera fruticosa","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
ARALIACEAE,"Schefflera fruticosa","4.7 Subtropical/Tropical High Altitude Grassland"
ARALIACEAE,"Schefflera lucumoides","2 Savanna"
ARALIACEAE,"Schefflera lucumoides","4.7 Subtropical/Tropical High Altitude Grassland"
SCHOEPFIACEAE,"Schoepfia velutina","2.1 Dry Savanna"
GENTIANACEAE,"Schultesia bahiensis","2.1 Dry Savanna"
GENTIANACEAE,"Schultesia crenuliflora","2.1 Dry Savanna"
GENTIANACEAE,"Schultesia irwiniana","2.1 Dry Savanna"
GENTIANACEAE,"Schultesia pachyphylla","2.1 Dry Savanna"
GENTIANACEAE,"Schultesia piresiana","2.1 Dry Savanna"
GENTIANACEAE,"Schultesia sucreana","2.1 Dry Savanna"
CYPERACEAE,"Scleria cuyabensis","2.1 Dry Savanna"
POLYGALACEAE,"Securidaca acuminata","2 Savanna"
SOLANACEAE,"Solanum eitenii","2.1 Dry Savanna"
POACEAE,"Sporobolus hians","2.1 Dry Savanna"
POACEAE,"Sporobolus paucifolius","2 Savanna"
POACEAE,"Sporobolus paucifolius","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta ajugifolia","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta bicolor","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta discolor","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta froesii","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta integrifolia","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta itambensis","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta lacunosa","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta lychnitis","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta monachinoi","2.1 Dry Savanna"
VERBENACEAE,"Stachytarpheta pohliana","2.1 Dry Savanna"
RUBIACEAE,"Staelia tocantinsiana","2.1 Dry Savanna"
ACANTHACEAE,"Staurogyne minarum","2.2 Moist Savana"
ACANTHACEAE,"Staurogyne minarum","1.6 Subtropical/Tropical Moist Lowland Forest"
ACANTHACEAE,"Stenandrium goiasense","2.1 Dry Savanna"
ACANTHACEAE,"Stenandrium goiasense","2.2 Moist Savana"
ACANTHACEAE,"Stenandrium irwinii","2 Savanna"
ACANTHACEAE,"Stenandrium irwinii","2.1 Dry Savanna"
ACANTHACEAE,"Stenandrium irwinii","2.2 Moist Savana"
ASTERACEAE,"Stevia resinosa","4.7 Subtropical/Tropical High Altitude Grassland"
ASTERACEAE,"Stevia resinosa","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
MALPIGHIACEAE,"Stigmaphyllon jobertii","2 Savanna"
POACEAE,"Streptostachys lanciflora","2.1 Dry Savanna"
LORANTHACEAE,"Struthanthus microstylus","2 Savanna"
LORANTHACEAE,"Struthanthus planaltinae","2.1 Dry Savanna"
LORANTHACEAE,"Struthanthus pusillifolius","2 Savanna"
LORANTHACEAE,"Struthanthus pusillifolius","2.1 Dry Savanna"
LORANTHACEAE,"Struthanthus rufo-furfuraceus","2 Savanna"
LOGANIACEAE,"Strychnos cerradoensis","2.1 Dry Savanna"
ARECACEAE,"Syagrus werdermannii","2.1 Dry Savanna"
SYMPLOCACEAE,"Symplocos glaberrima","2.1 Dry Savanna"
SYMPLOCACEAE,"Symplocos insolita","2.1 Dry Savanna"
SYMPLOCACEAE,"Symplocos saxatilis","2.1 Dry Savanna"
ERIOCAULACEAE,"Syngonanthus bracteosus","2.1 Dry Savanna"
ERIOCAULACEAE,"Syngonanthus bracteosus","1.6 Subtropical/Tropical Moist Lowland Forest"
ERIOCAULACEAE,"Syngonanthus hygrotrichus","2.1 Dry Savanna"
ERIOCAULACEAE,"Syngonanthus hygrotrichus","1.6 Subtropical/Tropical Moist Lowland Forest"
ERIOCAULACEAE,"Syngonanthus latifolius","2.1 Dry Savanna"
APOCYNACEAE,"Tassadia geniculata","2.1 Dry Savanna"
APOCYNACEAE,"Tassadia rizzoana","2.1 Dry Savanna"
BROMELIACEAE,"Tillandsia copynii","2.1 Dry Savanna"
BROMELIACEAE,"Tillandsia copynii","1 Forest"
BROMELIACEAE,"Tillandsia sprengeliana","2.1 Dry Savanna"
BROMELIACEAE,"Tillandsia sprengeliana","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Trembleya rosmarinoides","2.1 Dry Savanna"
COMMELINACEAE,"Tripogandra elata","2.1 Dry Savanna"
COMMELINACEAE,"Tripogandra warmingiana","1.6 Subtropical/Tropical Moist Lowland Forest"
COMMELINACEAE,"Tripogandra warmingiana","2.1 Dry Savanna"
TURNERACEAE,"Turnera asymmetrica","2 Savanna"
TURNERACEAE,"Turnera asymmetrica","2.1 Dry Savanna"
TURNERACEAE,"Turnera cipoensis","2 Savanna"
TURNERACEAE,"Turnera cipoensis","2.1 Dry Savanna"
TURNERACEAE,"Turnera cipoensis","2.2 Moist Savana"
TURNERACEAE,"Turnera coccinea","2 Savanna"
TURNERACEAE,"Turnera coccinea","2.1 Dry Savanna"
TURNERACEAE,"Turnera coccinea","2.2 Moist Savana"
TURNERACEAE,"Turnera collotricha","2 Savanna"
TURNERACEAE,"Turnera collotricha","2.1 Dry Savanna"
TURNERACEAE,"Turnera collotricha","2.2 Moist Savana"
TURNERACEAE,"Turnera coriacea","2 Savanna"
TURNERACEAE,"Turnera coriacea","2.1 Dry Savanna"
TURNERACEAE,"Turnera coriacea","2.2 Moist Savana"
TURNERACEAE,"Turnera elliptica","2 Savanna"
TURNERACEAE,"Turnera foliosa","2 Savanna"
TURNERACEAE,"Turnera foliosa","2.1 Dry Savanna"
TURNERACEAE,"Turnera foliosa","2.2 Moist Savana"
TURNERACEAE,"Turnera foliosa","4.5 Subtropical/Tropical Dry Lowland Grassland"
TURNERACEAE,"Turnera gardneriana","2 Savanna"
TURNERACEAE,"Turnera ignota","2 Savanna"
TURNERACEAE,"Turnera ignota","2.1 Dry Savanna"
TURNERACEAE,"Turnera ignota","2.2 Moist Savana"
TURNERACEAE,"Turnera luetzelburgii","2 Savanna"
TURNERACEAE,"Turnera luetzelburgii","2.1 Dry Savanna"
TURNERACEAE,"Turnera luetzelburgii","2.2 Moist Savana"
TURNERACEAE,"Turnera luetzelburgii","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland"
TURNERACEAE,"Turnera pinifolia","2 Savanna"
TURNERACEAE,"Turnera pinifolia","2.1 Dry Savanna"
TURNERACEAE,"Turnera pinifolia","2.2 Moist Savana"
TURNERACEAE,"Turnera pinifolia","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland"
TURNERACEAE,"Turnera princeps","1.5 Subtropical/Tropical Dry Forest"
TURNERACEAE,"Turnera princeps","2 Savanna"
TURNERACEAE,"Turnera princeps","2.1 Dry Savanna"
TURNERACEAE,"Turnera princeps","2.2 Moist Savana"
TURNERACEAE,"Turnera reginae","2 Savanna"
TURNERACEAE,"Turnera reginae","2.1 Dry Savanna"
TURNERACEAE,"Turnera reginae","2.2 Moist Savana"
TURNERACEAE,"Turnera revoluta","2 Savanna"
TURNERACEAE,"Turnera revoluta","2.1 Dry Savanna"
TURNERACEAE,"Turnera revoluta","2.2 Moist Savana"
TURNERACEAE,"Turnera revoluta","1.6 Subtropical/Tropical Moist Lowland Forest"
TURNERACEAE,"Turnera riedeliana","2 Savanna"
TURNERACEAE,"Turnera riedeliana","2.1 Dry Savanna"
TURNERACEAE,"Turnera riedeliana","2.2 Moist Savana"
TURNERACEAE,"Turnera riedeliana","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland"
LENTIBULARIACEAE,"Utricularia huntii","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia bradei","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia costata","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia crinita","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia exilis","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia graomogolensis","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia luteola","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia maxillarioides","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia maxillarioides","2.2 Moist Savana"
VELLOZIACEAE,"Vellozia prolifera","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia sellowii","2 Savanna"
VELLOZIACEAE,"Vellozia spiralis","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia tillandsioides","2.1 Dry Savanna"
VELLOZIACEAE,"Vellozia torquata","2.1 Dry Savanna"
VOCHYSIACEAE,"Vochysia petraea","2.1 Dry Savanna"
VOCHYSIACEAE,"Vochysia pygmaea","2.1 Dry Savanna"
VOCHYSIACEAE,"Vochysia rotundifolia","2.1 Dry Savanna"
BROMELIACEAE,"Vriesea densiflora","2.1 Dry Savanna"
XYRIDACEAE,"Xyris archeri","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris diaphanobracteata","2 Savanna"
XYRIDACEAE,"Xyris diaphanobracteata","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland"
XYRIDACEAE,"Xyris goyazensis","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland"
XYRIDACEAE,"Xyris itambensis","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris jataiana","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris lanuginosa","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris mertensiana","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris mertensiana","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland Grassland"
XYRIDACEAE,"Xyris obcordata","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris paradisiaca","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris picea","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris pranceana","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris pranceana","2 Savanna"
XYRIDACEAE,"Xyris rupicola","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris spectabilis","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris subsetigera","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris veruina","2 Savanna"
XYRIDACEAE,"Xyris veruina","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris vestita","4.7 Subtropical/Tropical High Altitude Grassland"
XYRIDACEAE,"Xyris villosicarinata","2.2 Moist Savana"
XYRIDACEAE,"Xyris villosicarinata","4.7 Subtropical/Tropical High Altitude Grassland"
FABACEAE,"Zornia glaziovii","2 Savanna"
FABACEAE,"Zornia glaziovii","2.1 Dry Savanna"
FABACEAE,"Zornia glaziovii","2.2 Moist Savana"
FABACEAE,"Zornia glaziovii","1.5 Subtropical/Tropical Dry Forest"
FABACEAE,"Zornia subsessilis","2 Savanna"
FABACEAE,"Zornia subsessilis","2.1 Dry Savanna"
FABACEAE,"Zornia subsessilis","2.2 Moist Savana"
