family,scientificNameWithoutAuthorship,scientificNameAuthorship
ACANTHACEAE,"Aphelandra espirito-santensis","Profice & Wassh."
ACANTHACEAE,"Aphelandra gigantea","(Rizzini) Profice"
ACANTHACEAE,"Aphelandra hirta","(Klotzsch) Wassh."
ACANTHACEAE,"Aphelandra longiflora","(Lindl.) Profice"
ACANTHACEAE,"Aphelandra margaritae",E.Morren
ACANTHACEAE,"Aphelandra maximiliana","(Nees) Benth."
ACANTHACEAE,"Aphelandra nitida","Nees & Mart."
ACANTHACEAE,"Aphelandra prismatica","(Vell.) Hiern"
ACANTHACEAE,"Aphelandra schottiana","(Nees) Profice"
ACANTHACEAE,"Aphelandra squarrosa",Nees
ACANTHACEAE,"Chamaeranthemum beyrichii",Nees
ACANTHACEAE,"Dicliptera squarrosa",Nees
ACANTHACEAE,"Dyschoriste smithii",Leonard
ACANTHACEAE,"Dyschoriste lavandulaceae","(Nees) Kuntze"
ACANTHACEAE,"Herpetacanthus longiflorus",Moric.
ACANTHACEAE,"Justicia brasiliana",Roth
ACANTHACEAE,"Justicia bullata","(Nees) Profice"
ACANTHACEAE,"Justicia catharinensis",Lindau
ACANTHACEAE,"Justicia clausseniana","(Nees) Profice"
ACANTHACEAE,"Justicia congrua","(Nees ex Mart.) Lindau"
ACANTHACEAE,"Justicia cydoniifolia","(Nees) Lindau"
ACANTHACEAE,"Justicia genuflexa","Nees & Mart."
ACANTHACEAE,"Justicia kleinii","Wassh. & L.B.Sm."
ACANTHACEAE,"Justicia laevilinguis","(Nees) Lindau"
ACANTHACEAE,"Justicia lythroides","(Nees) V.A.W.Graham"
ACANTHACEAE,"Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm."
ACANTHACEAE,"Justicia polita","(Nees) Profice"
ACANTHACEAE,"Justicia pseudoamazonica",Lindau
ACANTHACEAE,"Justicia ramulosa","(Morong) C.Ezcurra"
IRIDACEAE,"Trimezia fistulosa",Foster
ACANTHACEAE,"Justicia scheidweileri",V.A.W.Graham
ACANTHACEAE,"Justicia symphyantha","(Nees ex Mart.) Lindau"
ACANTHACEAE,"Justicia tijucensis",V.A.W.Graham
ACANTHACEAE,"Justicia wasshauseniana",Profice
ACANTHACEAE,"Mendoncia mollis",Lindau
ACANTHACEAE,"Odontonema dissitiflorum","(Nees) Kuntze"
ACANTHACEAE,"Pseuderanthemum modestum","(Nees) Radlk."
ACANTHACEAE,"Pseuderanthemum riedelianum","(Nees) Radlk."
ACANTHACEAE,"Ruellia affinis","(Schrad.) Lindau"
ACANTHACEAE,"Ruellia bulbifera",Lindau
ACANTHACEAE,"Ruellia chamaedrys","(Nees) Angely"
ACANTHACEAE,"Ruellia curviflora","Nees & Mart."
ACANTHACEAE,"Ruellia dissitifolia","(Nees) Hiern"
ACANTHACEAE,"Ruellia epallocaulos","Leonard ex C.Ezcurra & Wassh."
ACANTHACEAE,"Ruellia erythropus","(Nees) Lindau"
ACANTHACEAE,"Ruellia multifolia","(Nees) Lindau"
ACANTHACEAE,"Ruellia solitaria",Vell.
ACANTHACEAE,"Schaueria lophura","Nees & Mart."
ACANTHACEAE,"Schaueria virginea",Nees
ACANTHACEAE,"Staurogyne anigozanthus","(Nees) Kuntze"
ACANTHACEAE,"Staurogyne brachiata","(Hiern) Leonard"
ACANTHACEAE,"Staurogyne carvalhoi",Profice
ACANTHACEAE,"Staurogyne elegans","(Nees) Kuntze"
ACANTHACEAE,"Staurogyne itatiaiae","(Wawra) Leonard"
ACANTHACEAE,"Staurogyne vauthieriana","(Nees) Kuntze"
ACANTHACEAE,"Staurogyne veronicifolia","(Nees) Kuntze"
ACANTHACEAE,"Staurogyne warmingiana","(Hiern) Leonard"
ACANTHACEAE,"Stenandrium diphyllum",Nees
ACANTHACEAE,"Stenandrium hatschbachii",Wassh.
ACANTHACEAE,"Stenandrium stenophyllum",Kameyama
ACANTHACEAE,"Stenostephanus lobeliiformis",Nees
ACANTHACEAE,"Streblacanthus dubiosus","(Lindau) V.M.Baum"
ACHATOCARPACEAE,"Achatocarpus praecox",Griseb.
ADELOTHECIACEAE,"Adelothecium bogotense","(Hampe) Mitt."
ALISMATACEAE,"Echinodorus bolivianus","(Rusby) Holm-Niels."
ALISMATACEAE,"Echinodorus paniculatus",Micheli
ALISMATACEAE,"Sagittaria lancifolia",L.
ALISMATACEAE,"Sagittaria rhombifolia",Cham.
ALSTROEMERIACEAE,"Alstroemeria amabilis",M.C.Assis
ALSTROEMERIACEAE,"Alstroemeria apertiflora",Baker
ALSTROEMERIACEAE,"Alstroemeria brasiliensis",Spreng.
ALSTROEMERIACEAE,"Alstroemeria capixaba",M.C.Assis
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea",Jacq.
ALSTROEMERIACEAE,"Alstroemeria inodora",Herb.
ALSTROEMERIACEAE,"Alstroemeria isabellana",Herb.
ALSTROEMERIACEAE,"Alstroemeria malmeana",Kraenzl.
ALSTROEMERIACEAE,"Alstroemeria orchidioides",Meerow
ALSTROEMERIACEAE,"Alstroemeria penduliflora",M.C.Assis
ALSTROEMERIACEAE,"Alstroemeria variegata",M.C.Assis
AMARANTHACEAE,"Alternanthera decurrens",J.C.Siqueira
AMARANTHACEAE,"Alternanthera hirtula","(Mart.) R.E.Fr."
AMARANTHACEAE,"Alternanthera januarensis",J.C.Siqueira
AMARANTHACEAE,"Alternanthera malmeana",R.E.Fr.
AMARANTHACEAE,"Alternanthera micrantha",R.E.Fr.
AMARANTHACEAE,"Alternanthera paronychioides",A.St.-Hil.
AMARANTHACEAE,"Alternanthera praelonga",A.St.-Hil.
AMARANTHACEAE,"Alternanthera puberula",D.Dietr.
AMARANTHACEAE,"Alternanthera reineckii",Briq.
AMARANTHACEAE,"Alternanthera sessilis","(L.) R.Br."
AMARANTHACEAE,"Alternanthera tenella",Colla
AMARANTHACEAE,"Amaranthus rosengurtii",Hunz.
AMARANTHACEAE,"Blutaparon portulacoides","(A.St.-Hil.) Mears"
AMARANTHACEAE,"Celosia grandifolia",Moq.
AMARANTHACEAE,"Chamissoa acuminata",Mart.
AMARANTHACEAE,"Chamissoa acuminata var. maximilianii","(Mart. ex Moq.) Sohmer"
AMARANTHACEAE,"Chamissoa altissima","(Jacq.) Kunth"
AMARANTHACEAE,"Froelichia interrupta","(L.) Moq."
AMARANTHACEAE,"Froelichia procera","(Seub.) Pedersen"
AMARANTHACEAE,"Froelichiella grisea",R.E.Fr.
AMARANTHACEAE,"Gomphrena agrestis",Mart.
AMARANTHACEAE,"Gomphrena centrota",E.Holzh.
AMARANTHACEAE,"Gomphrena chrestoides",C.C.Towns.
AMARANTHACEAE,"Gomphrena duriuscula",Moq.
AMARANTHACEAE,"Gomphrena elegans",Mart.
AMARANTHACEAE,"Gomphrena graminea",Moq.
AMARANTHACEAE,"Gomphrena hatschbachiana",Pedersen
AMARANTHACEAE,"Gomphrena macrocephala",A.St.-Hil.
AMARANTHACEAE,"Gomphrena nigricans",Mart.
AMARANTHACEAE,"Gomphrena paranensis",R.E.Fr.
AMARANTHACEAE,"Gomphrena perennis",L.
AMARANTHACEAE,"Gomphrena pulchella",Mart.
AMARANTHACEAE,"Gomphrena regeliana",Seub.
AMARANTHACEAE,"Gomphrena scandens","(R.E.Fr.) J.C.Siqueira"
AMARANTHACEAE,"Gomphrena schlechtendaliana",Mart.
AMARANTHACEAE,"Gomphrena sellowiana",Mart.
AMARANTHACEAE,"Gomphrena vaga",Mart.
AMARANTHACEAE,"Hebanthe eriantha","(Poir.) Pedersen"
AMARANTHACEAE,"Hebanthe pulverulenta",Mart.
AMARANTHACEAE,"Herbstia brasiliana","(Moq.) Sohmer"
AMARANTHACEAE,"Lecosia oppositifolia",Pedersen
AMARANTHACEAE,"Pfaffia argyrea",Pedersen
AMARANTHACEAE,"Pfaffia glabrata",Mart.
AMARANTHACEAE,"Pfaffia glomerata","(Spreng.) Pedersen"
AMARANTHACEAE,"Pfaffia gnaphaloides","(L.f.) Mart."
AMARANTHACEAE,"Pfaffia jubata",Mart.
AMARANTHACEAE,"Pfaffia minarum",Pedersen
AMARANTHACEAE,"Pfaffia townsendii",Pedersen
AMARANTHACEAE,"Quaternella glabratoides","(Suess.) Pedersen"
AMARYLLIDACEAE,"Eithea blumenavia","(Koch & BouchÃÂ©) Ravenna"
AMARYLLIDACEAE,"Griffinia aracensis",Ravenna
AMARYLLIDACEAE,"Griffinia colatinensis",Ravenna
AMARYLLIDACEAE,"Griffinia espiritensis",Ravenna
AMARYLLIDACEAE,"Griffinia gardneriana","(Herb.) Ravenna"
AMARYLLIDACEAE,"Griffinia hyacinthina","Ker Gawl."
AMARYLLIDACEAE,"Griffinia liboniana",Morren
AMARYLLIDACEAE,"Griffinia nocturna",Ravenna
AMARYLLIDACEAE,"Griffinia parviflora","Ker Gawl."
AMARYLLIDACEAE,"Griffinia paubrasilica",Ravenna
AMARYLLIDACEAE,"Griffinia rochae",Morel
AMARYLLIDACEAE,"Habranthus irwinianus",Ravenna
AMARYLLIDACEAE,"Hippeastrum angustifolium",Pax
AMARYLLIDACEAE,"Hippeastrum brasilianum","(Traub & J.L.Doran) Dutilh"
AMARYLLIDACEAE,"Hippeastrum breviflorum",Herb.
AMARYLLIDACEAE,"Hippeastrum goianum","(Ravenna) Meerow"
AMARYLLIDACEAE,"Hippeastrum leucobasis","(Ravenna) Dutilh"
AMARYLLIDACEAE,"Hippeastrum morelianum",Lem.
AMARYLLIDACEAE,"Hippeastrum papilio","(Ravenna) Van Scheepen"
AMARYLLIDACEAE,"Hippeastrum psittacinum",Herb.
AMARYLLIDACEAE,"Hippeastrum reginae","(L.) Herb."
AMARYLLIDACEAE,"Hippeastrum santacatarina","(Traub) Dutilh"
AMARYLLIDACEAE,"Hippeastrum striatum","(Lam.) Moore"
AMARYLLIDACEAE,"Hippeastrum vittatum","(L HÃÂ©r.) Herb."
AMARYLLIDACEAE,"Hippeastrum guarapuavicum","(Ravenna) Van Scheepen"
AMARYLLIDACEAE,"Worsleya rayneri","(Hook.f.) Traub & Moldenke"
AMARYLLIDACEAE,"Zephyranthes caerulea","(Griseb.) Baker"
AMARYLLIDACEAE,"Zephyranthes candida","(Lindl.) Herb."
AMARYLLIDACEAE,"Zephyranthes capivarina",Ravenna
AMARYLLIDACEAE,"Zephyranthes paranaensis",Ravenna
AMARYLLIDACEAE,"Zephyranthes brasiliensis","(Traub) Traub"
ANACARDIACEAE,"Anacardium humile",A.St.-Hil.
ANACARDIACEAE,"Astronium fraxinifolium",Schott
ANACARDIACEAE,"Astronium graveolens",Jacq.
ANACARDIACEAE,"Cyrtocarpa caatingae","J.D.Mitch. & Daly"
ANACARDIACEAE,"Myracrodruon balansae","(Engl.) Santin"
ANACARDIACEAE,"Myracrodruon urundeuva",AllemÃÂ£o
ANACARDIACEAE,"Schinopsis balansae",Engl.
ANACARDIACEAE,"Schinopsis brasiliensis",Engl.
ANACARDIACEAE,"Schinopsis brasiliensis var. glabra",Engl.
ANACARDIACEAE,"Schinus engleri",F.A.Barkley
ANEMIACEAE,"Anemia blechnoides",J.Sm.
ANEMIACEAE,"Anemia gardneri",Hook.
ANEMIACEAE,"Anemia mirabilis",Brade
ANEMIACEAE,"Anemia organensis",Rosenst.
ANEMIACEAE,"Anemia elegans","(Gardner) C.Presl"
ANEMIACEAE,"Anemia espiritosantensis",Brade
ANEMIACEAE,"Anemia trichorhiza",Gardner
ANEMIACEAE,"Anemia warmingii",Prantl
ANEURACEAE,"Aneura pinguis","(L.) Dumort."
ANNONACEAE,"Anaxagorea silvatica",R.E.Fr.
ANNONACEAE,"Annona bahiensis","(Maas & Westra) H.Rainer"
ANNONACEAE,"Annona burchellii",R.E.Fr.
ANNONACEAE,"Annona cacans",Warm.
ANNONACEAE,"Annona calcarata","(R.E.Fr.) H.Rainer"
ANNONACEAE,"Annona coriacea",Mart.
ANNONACEAE,"Annona dioica",A.St.-Hil.
ANNONACEAE,"Annona emarginata","(Schltdl.) H.Rainer"
ANNONACEAE,"Annona ferruginea","(R.E.Fr.) H.Rainer"
ANNONACEAE,"Annona glabra",L.
ANNONACEAE,"Annona maritima","(ZÃÂ¡chia) H.Rainer"
ANNONACEAE,"Annona parviflora","(A.St.-Hil.) H.Rainer"
ANNONACEAE,"Annona pickelii","(Diels) H.Rainer"
ANNONACEAE,"Annona sericea",Dunal
ANNONACEAE,"Annona ubatubensis","(Maas & Westra) H.Rainer"
ANNONACEAE,"Annona xylopiifolia","A.St.-Hil. & Tul."
ANNONACEAE,"Duguetia fufuracea","(A.St.-Hil.) Saff."
ANNONACEAE,"Duguetia lanceolata",A.St.-Hil.
ANNONACEAE,"Duguetia magnolioidea",Maas
ANNONACEAE,"Duguetia restingae",Maas
ANNONACEAE,"Duguetia reticulata",Maas
ANNONACEAE,"Duguetia salicifolia",R.E.Fr.
ANNONACEAE,"Duguetia scottmorii",Maas
ANNONACEAE,"Duguetia sooretamae",Maas
ANNONACEAE,"Guatteria australis",A.St.-Hil.
ANNONACEAE,"Guatteria campestris",R.E.Fr.
ANNONACEAE,"Hornschuchia alba","(A.St.-Hil.) R.E.Fr."
ANNONACEAE,"Hornschuchia cauliflora","Maas & Setten"
ANNONACEAE,"Hornschuchia obliqua","Maas & Setten"
ANNONACEAE,"Malmea obovata",R.E.Fr.
ANNONACEAE,"Oxandra reticulata",Maas
ANNONACEAE,"Trigynaea axilliflora","D.M.Johnson & N.A.Muray"
ANNONACEAE,"Trigynaea oblongifolia",Schltdl.
ANNONACEAE,"Unonopsis riedeliana",R.E.Fr.
ANNONACEAE,"Xylopia aromatica","(Lam.) Mart."
ANNONACEAE,"Xylopia brasiliensis",Spreng.
APIACEAE,"Apium prostratum",Labill.
APIACEAE,"Eryngium corallinum","Mathias & Constance"
APIACEAE,"Eryngium divaricatum","Hook. & Arn."
APIACEAE,"Eryngium dorae",Norman
APIACEAE,"Eryngium dusenii",H.Wolff
APIACEAE,"Eryngium ekmanii",H.Wolff
APIACEAE,"Eryngium eriophorum","Cham. & Schltdl."
APIACEAE,"Eryngium eurycephalum",Malme
APIACEAE,"Eryngium falcifolium",Irgang
APIACEAE,"Eryngium glaziovianum",Urb.
APIACEAE,"Eryngium koehneanum",Urb.
APIACEAE,"Eryngium ombrophilum","DusÃÂ©n & H.Wolff"
APIACEAE,"Eryngium ramboanum","Mathias & Constance"
APIACEAE,"Eryngium sanguisorba","Cham. & Schltdl."
APIACEAE,"Eryngium scirpinum",Cham.
APIACEAE,"Eryngium smithii","Mathias & Constance"
APIACEAE,"Eryngium stenophyllum",Urb.
APIACEAE,"Eryngium urbanianum",H.Wolff
APIACEAE,"Eryngium zosterifolium",H.Wolff
APIACEAE,"Lilaeopsis brasiliensis","(Glaz.) Affolter"
APIACEAE,"Spananthe paniculata",Jacq.
APOCYNACEAE,"Asclepias aequicornu",E.Fourn.
APOCYNACEAE,"Asclepias langsdorffii",E.Fourn.
APOCYNACEAE,"Asclepias mellodora",A.St.-Hil.
APOCYNACEAE,"Aspidosperma album","(Vahl) Benoist ex Pichon"
APOCYNACEAE,"Aspidosperma australe",MÃÂ¼ll.Arg.
APOCYNACEAE,"Aspidosperma cylindrocarpon",MÃÂ¼ll.Arg.
APOCYNACEAE,"Aspidosperma desmanthum","Benth. ex MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma macrocarpon",Mart.
APOCYNACEAE,"Aspidosperma nobile",MÃÂ¼ll.Arg.
APOCYNACEAE,"Aspidosperma polyneuron",MÃÂ¼ll.Arg.
APOCYNACEAE,"Aspidosperma quebracho-blanco",Schltdl.
APOCYNACEAE,"Aspidosperma ramiflorum",MÃÂ¼ll.Arg.
APOCYNACEAE,"Aspidosperma riedelii",MÃÂ¼ll.Arg.
APOCYNACEAE,"Aspidosperma sandwithianum",Markgr.
APOCYNACEAE,"Aspidosperma spruceanum","Benth. ex MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma tomentosum",Mart.
APOCYNACEAE,"Barjonia erecta","(Vell.) K.Schum."
APOCYNACEAE,"Barjonia harleyi","Fontella & Marquete"
APOCYNACEAE,"Blepharodon bicuspidatum",E.Fourn.
APOCYNACEAE,"Blepharodon manicatum","(Decne.) Fontella"
APOCYNACEAE,"Cynanchum morrenioides",Goyder
APOCYNACEAE,"Ditassa arianeae","Fontella & E.A.Schwarz"
APOCYNACEAE,"Ditassa auriflora",Rapini
APOCYNACEAE,"Ditassa cipoensis","(Fontella) Rapini"
APOCYNACEAE,"Ditassa cordeiroana",Fontella
APOCYNACEAE,"Ditassa itambensis",Rapini
APOCYNACEAE,"Ditassa laevis",Mart.
APOCYNACEAE,"Ditassa leonii","Fontella & T.U.P.Konno"
APOCYNACEAE,"Ditassa longisepala","(Hua) Fontella & E.A.Schwarz"
APOCYNACEAE,"Ditassa maricaensis","Fontella & E.A.Schwarz"
APOCYNACEAE,"Ditassa oberdanii","Fontella & M.C.Alvarez"
APOCYNACEAE,"Gonolobus dorothyanus",Fontella
APOCYNACEAE,"Gonolobus parviflorus",Decne.
APOCYNACEAE,"Gyrostelma bornmulleri","Schltr. ex Malme"
APOCYNACEAE,"Gyrostelma oxypetaloides",E.Fourn.
APOCYNACEAE,"Hemipogon abietoides",E.Fourn.
APOCYNACEAE,"Hemipogon furlanii","(Fontella) Rapini"
APOCYNACEAE,"Hemipogon harleyi","(Fontella) Goyder"
APOCYNACEAE,"Hemipogon hatschbachii","(Fontella & Marquete) Rapini"
APOCYNACEAE,"Hemipogon irwinii","Fontella & PaixÃÂ£o"
APOCYNACEAE,"Hemipogon piranii","(Fontella) Rapini"
APOCYNACEAE,"Jobinia hatschbachii","Fontella & E.A.Schwarz"
APOCYNACEAE,"Macroditassa adnata","(E.Fourn.) Malme"
APOCYNACEAE,"Macroditassa lagoensis","(E.Fourn.) Malme"
APOCYNACEAE,"Macroditassa marianae","Fontella & M.V.Ferreira"
APOCYNACEAE,"Macroscepis aurea",E.Fourn.
APOCYNACEAE,"Macroscepis magnifica",Malme
APOCYNACEAE,"Malouetia cestroides","(Nees ex Mart.) MÃÂ¼ll.Arg."
APOCYNACEAE,"Mandevilla coccinea","(Hook. & Arn.) Woodson"
APOCYNACEAE,"Mandevilla fragrans","(Stadelm.) Woodson"
APOCYNACEAE,"Mandevilla hirsuta","(A.Rich.) K.Schum."
APOCYNACEAE,"Mandevilla sellowii","(MÃÂ¼ll.Arg.) Woodson"
APOCYNACEAE,"Mandevilla venulosa","(MÃÂ¼ll.Arg.) Woodson"
APOCYNACEAE,"Marsdenia altissima","(Jacq.) Dugand"
APOCYNACEAE,"Marsdenia fontellana","Morillo & Carnevali"
APOCYNACEAE,"Marsdenia queirozii",Fontella
APOCYNACEAE,"Matelea bahiensis","Morillo & Fontella"
APOCYNACEAE,"Matelea glaziovii","(E.Fourn.) Morillo"
APOCYNACEAE,"Matelea hatschbachii","(Fontella & Valente) Morillo"
APOCYNACEAE,"Matelea marcoassisii",Fontella
APOCYNACEAE,"Matelea santosii","Morillo & Fontella"
APOCYNACEAE,"Metastelma giuliettianum",Fontella
APOCYNACEAE,"Metastelma harleyi",Fontella
APOCYNACEAE,"Minaria abortiva","(Silveira) Rapini"
APOCYNACEAE,"Minaria acerosa","(Mart.) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria bifurcata","(Rapini) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria diamantinensis","(Fontella) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria hemipogonoides","(E.Fourn.) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria inconspicua","(Rapini) Rapini"
APOCYNACEAE,"Minaria lourteigiae","(Fontella) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria magisteriana","(Rapini) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria monocoronata","(Rapini) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria polygaloides","(Silveira) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini"
APOCYNACEAE,"Minaria semirii","(Fontella) T.U.P.Konno & Rapini"
APOCYNACEAE,"Orthosia itatiaiensis",Malme
APOCYNACEAE,"Oxypetalum arnnotianum",H.Buek
APOCYNACEAE,"Oxypetalum capitatum",Mart.
APOCYNACEAE,"Oxypetalum confusum",Malme
APOCYNACEAE,"Oxypetalum dusenii",Malme
APOCYNACEAE,"Oxypetalum ekblomii",Malme
APOCYNACEAE,"Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete"
APOCYNACEAE,"Oxypetalum leonii",Fontella
APOCYNACEAE,"Oxypetalum lineare",Decne.
APOCYNACEAE,"Oxypetalum regnellii","(Malme) Malme"
APOCYNACEAE,"Oxypetalum strictum",Mart.
APOCYNACEAE,"Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete"
APOCYNACEAE,"Prestonia bahiensis",MÃÂ¼ll.Arg.
APOCYNACEAE,"Prestonia quinquangularis","(Jacq.) Spreng."
APOCYNACEAE,"Prestonia riedelii","(MÃÂ¼ll.Arg.) Markgr."
APOCYNACEAE,"Prestonia solanifolia","(MÃÂ¼ll.Arg.) Woodson"
APOCYNACEAE,"Prestonia tomentosa",R.Br.
APOCYNACEAE,"Tabernaemontana cumata",Leeuwenb.
APOCYNACEAE,"Tabernaemontana muricata","Link ex Roem. & Schult."
APOCYNACEAE,"Tassadia obovata",Decne.
APOCYNACEAE,"Temnadenia violacea","(Vell.) Miers"
AQUIFOLIACEAE,"Ilex auricula",S.Andrews
AQUIFOLIACEAE,"Ilex chamaedryfolia",Reissek
AQUIFOLIACEAE,"Ilex loranthoides","Mart. ex Reissek"
AQUIFOLIACEAE,"Ilex neblinensis",Edwin
AQUIFOLIACEAE,"Ilex paraguariensis",A.St.-Hil.
AQUIFOLIACEAE,"Ilex prostrata",Groppo
ARACEAE,"Anthurium bromelicola","Mayo & L.P.Felix"
ARACEAE,"Anthurium coriaceum",G.Don
ARACEAE,"Anthurium fontellanus","Nadruz & Leoni"
ARACEAE,"Anthurium ianthinopodum","(Schott ex Engl.) Nadruz & Mayo"
ARACEAE,"Anthurium jilekii",Schott
ARACEAE,"Anthurium jureianum","Cath. & Olaio"
ARACEAE,"Anthurium kunthii",Poepp.
ARACEAE,"Anthurium langsdorffii",Schott
ARACEAE,"Anthurium longifolium","(Hoffmanns.) G.Don"
ARACEAE,"Anthurium lucidum",Kunth
ARACEAE,"Anthurium luschnathianum",Kunth
ARACEAE,"Anthurium organense",Engl.
ARACEAE,"Anthurium parasiticum","(Vell.) Stellfeld"
ARACEAE,"Anthurium parvum",N.E.Br.
ARACEAE,"Anthurium radicans","K.Koch & Haage"
ARACEAE,"Anthurium xanthophylloides",G.M.Barroso
ARACEAE,"Asterostigma cubense","(A.Rich.) K.Krause ex Bogner"
ARACEAE,"Asterostigma lividum","(Lodd.) Engl."
ARACEAE,"Asterostigma lombardii",E.G.GonÃÂ§.
ARACEAE,"Dieffenbachia aglaonematifolia",Engl.
ARACEAE,"Dracontioides desciscens","(Schott) Engl."
ARACEAE,"Heteropsis flexuosa","(Kunth) G.S.Bunting"
ARACEAE,"Heteropsis spruceana",Schott
ARACEAE,"Lemna valdiviana",Phil.
ARACEAE,"Philodendron fragile","Nadruz & Mayo"
ARACEAE,"Philodendron hatschbachii","Nadruz & Mayo"
ARACEAE,"Philodendron missionum","(Hauman) Hauman"
ARACEAE,"Philodendron spiritus-sancti",G.S.Bunting
ARACEAE,"Philodendron vargealtense",Sakur.
ARACEAE,"Stenospermation ulei",K.Krause
ARACEAE,"Taccarum peregrinum","(Schott) Engl."
ARACEAE,"Wolffiella oblonga","(Phil.) Hegelm."
ARALIACEAE,"Aralia warmingiana","(Marchal) J.Wen"
ARALIACEAE,"Dendropanax cuneatus","(DC.) Decne. & Planch."
ARALIACEAE,"Hydrocotyle exigua","(Urb.) Malme"
ARALIACEAE,"Hydrocotyle langsdorffii",DC.
ARALIACEAE,"Hydrocotyle pusilla",A.Rich.
ARALIACEAE,"Oreopanax capitatus","(Jacq.) Decne. & Planch."
ARALIACEAE,"Oreopanax fulvus",Marchal
ARALIACEAE,"Schefflera aurata",Fiaschi
ARALIACEAE,"Schefflera calva","(Cham.) Frodin & Fiaschi"
ARALIACEAE,"Schefflera gardneri","(Seem.) Frodin & Fiaschi"
ARALIACEAE,"Schefflera glaziovii","(Taub.) Frodin & Fiaschi"
ARALIACEAE,"Schefflera sprucei","(Seem.) Harms"
ARALIACEAE,"Schefflera succinea","Frodin & Fiaschi"
ARALIACEAE,"Schefflera varisiana",Frodin
ARAUCARIACEAE,"Araucaria angustifolia","(Bertol.) Kuntze"
ARECACEAE,"Acrocomia emensis","(Toledo) Lorenzi"
ARECACEAE,"Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn"
ARECACEAE,"Aiphanes ulei","(Dammer) Burret"
ARECACEAE,"Allagoptera arenaria","(Gomes) Kuntze"
ARECACEAE,"Allagoptera brevicalyx",Moraes
ARECACEAE,"Astrocaryum aculeatissimum","(Schott) Burret"
ARECACEAE,"Astrocaryum minus",Trail
ARECACEAE,"Attalea barreirensis",Glassman
ARECACEAE,"Attalea brasiliensis",Glassman
ARECACEAE,"Attalea funifera",Mart.
ARECACEAE,"Attalea oleifera",Barb.Rodr.
ARECACEAE,"Attalea phalerata","Mart. ex Spreng."
ARECACEAE,"Attalea tessmannii",Burret
ARECACEAE,"Bactris constanciae",Barb.Rodr.
ARECACEAE,"Bactris ferruginea",Burret
ARECACEAE,"Bactris hatschbachii","Noblick ex A.J.Hend."
ARECACEAE,"Bactris pickelii",Burret
ARECACEAE,"Bactris timbuiensis",H.Q.B.Fern.
ARECACEAE,"Butia archeri","(Glassman) Glassman"
ARECACEAE,"Butia capitata","(Mart.) Becc."
ARECACEAE,"Butia eriospatha","(Mart. ex Drude) Becc."
ARECACEAE,"Butia leiospatha","(Barb.Rodr.) Becc."
ARECACEAE,"Butia leptospatha","(Burret) Noblick"
ARECACEAE,"Butia microspadix",Burret
ARECACEAE,"Butia paraguayensis","(Barb.Rodr.) Bailey"
ARECACEAE,"Butia purpurascens",Glassman
ARECACEAE,"Butia yatay","(Mart.) Becc."
ARECACEAE,"Euterpe edulis",Mart.
ARECACEAE,"Geonoma gamiova",Barb.Rodr.
ARECACEAE,"Geonoma schottiana",Mart.
ARECACEAE,"Itaya amicorum",H.E.Moore
ARECACEAE,"Lytocaryum insigne","(Drude) Toledo"
ARECACEAE,"Mauritia carana",Wallace
ARECACEAE,"Prestoea tenuiramosa","(Dammer) H.E.Moore"
ARECACEAE,"Syagrus botryophora",Mart.
ARECACEAE,"Syagrus glaucescens","Glaz. ex Becc."
ARECACEAE,"Syagrus macrocarpa",Barb.Rodr.
ARECACEAE,"Syagrus mendanhensis",Glassman
ARECACEAE,"Syagrus picrophylla",Barb.Rodr.
ARECACEAE,"Syagrus pseudococos","(Raddi) Glassman"
ARECACEAE,"Syagrus romanzoffiana","(Cham.) Glassman"
ARECACEAE,"Syagrus ruschiana","(Bondar) Glassman"
ARECACEAE,"Syagrus schizophylla","(Mart.) Glassman"
ARECACEAE,"Syagrus smithii","(H.E.Moore) Glassman"
ARECACEAE,"Trithrinax brasiliensis",Mart.
ARECACEAE,"Wettinia drudei","(O.F.Cook & Doyle) A.J.Hend."
ARISTOLOCHIACEAE,"Aristolochia curviflora",Malme
ARISTOLOCHIACEAE,"Aristolochia cymbifera","Mart. & Zucc."
ARISTOLOCHIACEAE,"Aristolochia hypoglauca",Kuhlm.
ARISTOLOCHIACEAE,"Aristolochia labiata",Willd.
ARISTOLOCHIACEAE,"Aristolochia odora",Steud.
ARISTOLOCHIACEAE,"Aristolochia odoratissima",L.
