family,scientificNameWithoutAuthorship,scientificNameAuthorship,acceptedNameUsage
BROMELIACEAE,"Vriesea costae","B.R. Silva & Leme","Vriesea costae B.R. Silva & Leme"
BROMELIACEAE,"Vriesea croceana","Leme & G.K.Br.","Vriesea croceana Leme & G.K.Br."
BROMELIACEAE,"Vriesea eltoniana",E.Pereira,"Vriesea eltoniana E.Pereira"
BROMELIACEAE,"Vriesea fidelensis",Leme,"Vriesea fidelensis Leme"
BROMELIACEAE,"Vriesea fluminensis",E.Pereira,"Vriesea fluminensis E.Pereira"
BROMELIACEAE,"Vriesea fontourae","B.R. Silva","Vriesea fontourae B.R. Silva"
BROMELIACEAE,"Vriesea fradensis",A.F.Costa,"Vriesea fradensis A.F.Costa"
BROMELIACEAE,"Vriesea garlippiana",Leme,"Vriesea garlippiana Leme"
BROMELIACEAE,"Vriesea gastiniana","Leme & G.K.Br.","Vriesea gastiniana Leme & G.K.Br."
BROMELIACEAE,"Vriesea goniorachis","(Baker) Mez","Vriesea goniorachis (Baker) Mez"
BROMELIACEAE,"Vriesea grandiflora",Leme,"Vriesea grandiflora Leme"
BROMELIACEAE,"Vriesea joyae","E.Pereira & I.A.Penna","Vriesea joyae E.Pereira & I.A.Penna"
BROMELIACEAE,"Vriesea leptantha",Harms,"Vriesea leptantha Harms"
BROMELIACEAE,"Vriesea lidicensis",Reitz,"Vriesea lidicensis Reitz"
BROMELIACEAE,"Vriesea nubicola",Leme,"Vriesea nubicola Leme"
BROMELIACEAE,"Vriesea pastuchoffiana",Glaz.,"Vriesea pastuchoffiana Glaz."
BROMELIACEAE,"Vriesea pauciflora",Mez,"Vriesea pauciflora Mez"
BROMELIACEAE,"Vriesea punctulata","E.Pereira & I.A.Penna","Vriesea punctulata E.Pereira & I.A.Penna"
BROMELIACEAE,"Vriesea roethii",W.Weber,"Vriesea roethii W.Weber"
BROMELIACEAE,"Vriesea rubyae",E.Pereira,"Vriesea rubyae E.Pereira"
BROMELIACEAE,"Vriesea saundersii","(Carrière) E.Morren ex Mez","Vriesea saundersii (Carrière) E.Morren ex Mez"
BROMELIACEAE,"Vriesea secundiflora",Leme,"Vriesea secundiflora Leme"
BROMELIACEAE,"Vriesea serrana","E.Pereira & I.A.Penna","Vriesea serrana E.Pereira & I.A.Penna"
BROMELIACEAE,"Vriesea sucrei","L.B.Sm. & Read","Vriesea sucrei L.B.Sm. & Read"
BROMELIACEAE,"Vriesea teresopolitana",Leme,"Vriesea teresopolitana Leme"
BROMELIACEAE,"Vriesea thyrsoidea",Mez,"Vriesea thyrsoidea Mez"
BROMELIACEAE,"Vriesea triligulata",Mez,"Vriesea triligulata Mez"
BROMELIACEAE,"Vriesea vidalii","L.B.Sm. & Handro","Vriesea vidalii L.B.Sm. & Handro"
BROMELIACEAE,"Vriesea warmingii",E.Morren,"Vriesea warmingii E.Morren"
BROMELIACEAE,"Vriesea zildae","R. Moura & A. F. Costa","Vriesea zildae R. Moura & A. F. Costa"
BRYACEAE,"Bryum turbinatum","(Hedw.) Turner","Bryum turbinatum (Hedw.) Turner"
BRYACEAE,"Ptychostomum caespiticium","(Brid.) J.R.Spence & H.P.Ramsay","Ptychostomum caespiticium (Brid.) J.R.Spence & H.P.Ramsay"
BURSERACEAE,"Tetragastris breviacuminata",Swart,"Tetragastris breviacuminata Swart"
CACTACEAE,"Pilosocereus ulei","(K.Schum.) Byles & G.D.Rowley","Pilosocereus ulei (K.Schum.) Byles & G.D.Rowley"
CACTACEAE,"Rhipsalis flagelliformis","N.P.Taylor & Zappi","Rhipsalis flagelliformis N.P.Taylor & Zappi"
CACTACEAE,"Rhipsalis mesembryanthemoides",Haw.,"Rhipsalis mesembryanthemoides Haw."
CACTACEAE,"Rhipsalis ormindoi","N.P.Taylor & Zappi","Rhipsalis ormindoi N.P.Taylor & Zappi"
CACTACEAE,"Rhipsalis pentaptera",A.Dietr.,"Rhipsalis pentaptera A.Dietr."
CALLIERGONACEAE,"Warnstorfia exannulata","(Schimp.) Loeske","Warnstorfia exannulata (Schimp.) Loeske"
CALOPHYLLACEAE,"Kielmeyera excelsa",Cambess.,"Kielmeyera excelsa Cambess."
CALOPHYLLACEAE,"Kielmeyera gracilis",Wawra,"Kielmeyera gracilis Wawra"
CALOPHYLLACEAE,"Kielmeyera insignis",Saddi,"Kielmeyera insignis Saddi"
CALOPHYLLACEAE,"Kielmeyera rizziniana",Saddi,"Kielmeyera rizziniana Saddi"
CAMPANULACEAE,"Lobelia glazioviana",Zahlbr.,"Lobelia glazioviana Zahlbr."
CAMPANULACEAE,"Lobelia santos-limae",Brade,"Lobelia santos-limae Brade"
CAMPANULACEAE,"Siphocampylus viscidus",E.Wimm.,"Siphocampylus viscidus E.Wimm."
CANELLACEAE,"Cinnamodendron sampaioanum",Occhioni,"Cinnamodendron sampaioanum Occhioni"
CAPPARACEAE,"Neocalyptrocalyx eichleriana","(Urb.) Iltis & Cornejo","Neocalyptrocalyx eichleriana (Urb.) Iltis & Cornejo"
CELASTRACEAE,"Maytenus basidentata",Reissek,"Maytenus basidentata Reissek"
CELASTRACEAE,"Maytenus samydaeformis",Reissek,"Maytenus samydaeformis Reissek"
CEPHALOZIELLACEAE,"Cylindrocolea brasiliensis","Costa et al.","Cylindrocolea brasiliensis Costa et al."
CHRYSOBALANACEAE,"Couepia parvifolia",Prance,"Couepia parvifolia Prance"
CHRYSOBALANACEAE,"Hirtella barrosoi",Prance,"Hirtella barrosoi Prance"
CHRYSOBALANACEAE,"Licania glazioviana",Warm.,"Licania glazioviana Warm."
CLUSIACEAE,"Clusia fragrans",Gardner,"Clusia fragrans Gardner"
CLUSIACEAE,"Clusia immersa",C.M.Vieira,"Clusia immersa C.M.Vieira"
CLUSIACEAE,"Clusia studartiana","C.M.Vieira & Gomes da Silva","Clusia studartiana C.M.Vieira & Gomes da Silva"
CLUSIACEAE,"Garcinia calyptrata","(Schltdl.) Bittrich","Garcinia calyptrata (Schltdl.) Bittrich"
COMBRETACEAE,"Terminalia acuminata","(Allemão) Eichler","Terminalia acuminata (Allemão) Eichler"
COMMELINACEAE,"Dichorisandra fluminensis",Brade,"Dichorisandra fluminensis Brade"
COMMELINACEAE,"Dichorisandra gaudichaudiana",Kunth,"Dichorisandra gaudichaudiana Kunth"
COMMELINACEAE,"Dichorisandra nana","Aona & M.C.E.Amaral","Dichorisandra nana Aona & M.C.E.Amaral"
COMMELINACEAE,"Dichorisandra odorata","Aona & M.C.E.Amaral","Dichorisandra odorata Aona & M.C.E.Amaral"
COMMELINACEAE,"Dichorisandra oxypetala",Hook.,"Dichorisandra oxypetala Hook."
COMMELINACEAE,"Siderasis fuscata","(Lodd.) H.E.Moore","Siderasis fuscata (Lodd.) H.E.Moore"
CONNARACEAE,"Connarus marginatus",Planch.,"Connarus marginatus Planch."
CONVOLVULACEAE,"Bonamia langsdorffii","(Meisn.) Hallier f.","Bonamia langsdorffii (Meisn.) Hallier f."
CONVOLVULACEAE,"Bonamia umbellata","(Choisy) Hallier f.","Bonamia umbellata (Choisy) Hallier f."
CUCURBITACEAE,"Cayaponia latiloba","(Cogn.) Gomes-Klein","Cayaponia latiloba (Cogn.) Gomes-Klein"
CUCURBITACEAE,"Gurania cinerea",Suessenguth,"Gurania cinerea Suessenguth"
CUCURBITACEAE,"Gurania cogniauxiana",Barb.Rodr.,"Gurania cogniauxiana Barb.Rodr."
CUCURBITACEAE,"Gurania ovata",Cogn.,"Gurania ovata Cogn."
CUCURBITACEAE,"Wilbrandia glaziovii",Cogn.,"Wilbrandia glaziovii Cogn."
CYPERACEAE,"Cyperus drummondii","Torr. & Hook.","Cyperus drummondii Torr. & Hook."
CYPERACEAE,"Eleocharis glaucovirens",Boeckeler,"Eleocharis glaucovirens Boeckeler"
CYPERACEAE,"Eleocharis schenckii",Boeckeler,"Eleocharis schenckii Boeckeler"
CYPERACEAE,"Hypolytrum glaziovii",Boeckeler,"Hypolytrum glaziovii Boeckeler"
CYPERACEAE,"Pleurostachys douglasii",C.B.Clarke,"Pleurostachys douglasii C.B.Clarke"
CYPERACEAE,"Pleurostachys turbinata","(Nees) H.Pfeiff.","Pleurostachys turbinata (Nees) H.Pfeiff."
CYPERACEAE,"Rhynchospora luetzelburgiana",Kük.,"Rhynchospora luetzelburgiana Kük."
CYPERACEAE,"Rhynchospora sampaioana",Gross,"Rhynchospora sampaioana Gross"
CYPERACEAE,"Scleria bradei",Pilg.,"Scleria bradei Pilg."
CYPERACEAE,"Trilepis tenuis",Vitta,"Trilepis tenuis Vitta"
DICHAPETALACEAE,"Stephanopodium estrellense",Baill.,"Stephanopodium estrellense Baill."
DICHAPETALACEAE,"Stephanopodium organense","(Rizzini) Prance","Stephanopodium organense (Rizzini) Prance"
DICHAPETALACEAE,"Stephanopodium sessile",Rizzini,"Stephanopodium sessile Rizzini"
DICRANACEAE,"Dicranodontium pulchroalare",Broth.,"Dicranodontium pulchroalare Broth."
DICRANACEAE,"Dicranoloma brasiliense",Herzog,"Dicranoloma brasiliense Herzog"
DILLENIACEAE,"Davilla glaziovii",Eichler,"Davilla glaziovii Eichler"
DILLENIACEAE,"Doliocarpus littoralis","(Kubitzki) Fraga & Stehmann","Doliocarpus littoralis (Kubitzki) Fraga & Stehmann"
DIOSCOREACEAE,"Dioscorea bradei",R.Knuth,"Dioscorea bradei R.Knuth"
DIOSCOREACEAE,"Dioscorea campanulata","Uline ex R.Knuth","Dioscorea campanulata Uline ex R.Knuth"
DIOSCOREACEAE,"Dioscorea campos-portoi",R.Knuth,"Dioscorea campos-portoi R.Knuth"
DIOSCOREACEAE,"Dioscorea itatiaiensis",R.Knuth,"Dioscorea itatiaiensis R.Knuth"
DIOSCOREACEAE,"Dioscorea margarethia","G.M.Barroso et al.","Dioscorea margarethia G.M.Barroso et al."
DIOSCOREACEAE,"Dioscorea oppositiflora",Griseb.,"Dioscorea oppositiflora Griseb."
DIOSCOREACEAE,"Dioscorea organensis",R.Knuth,"Dioscorea organensis R.Knuth"
DIOSCOREACEAE,"Dioscorea pedalis","(Uline ex R. Knuth) R. Couto & J. M. A. Braga","Dioscorea pedalis (Uline ex R. Knuth) R. Couto & J. M. A. Braga"
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa","G.M.Barroso et al.","Dioscorea pseudomacrocapsa G.M.Barroso et al."
DIOSCOREACEAE,"Dioscorea pumilio",Griseb.,"Dioscorea pumilio Griseb."
DIOSCOREACEAE,"Dioscorea septemnervis",Vell.,"Dioscorea septemnervis Vell."
DIOSCOREACEAE,"Dioscorea sphaeroidea","R. Couto & J. M. A. Braga","Dioscorea sphaeroidea R. Couto & J. M. A. Braga"
DRYOPTERIDACEAE,"Ctenitis flexuosa","(Fée) Copel.","Ctenitis flexuosa (Fée) Copel."
DRYOPTERIDACEAE,"Elaphoglossum didymoglossoides",C.Chr.,"Elaphoglossum didymoglossoides C.Chr."
DRYOPTERIDACEAE,"Elaphoglossum macrorhizum","(Baker) C.Chr.","Elaphoglossum macrorhizum (Baker) C.Chr."
DRYOPTERIDACEAE,"Elaphoglossum miersii","(Baker) C.Chr.","Elaphoglossum miersii (Baker) C.Chr."
DRYOPTERIDACEAE,"Elaphoglossum mourae",Brade,"Elaphoglossum mourae Brade"
DRYOPTERIDACEAE,"Elaphoglossum sehnemii",Brade,"Elaphoglossum sehnemii Brade"
DRYOPTERIDACEAE,"Polystichum auritum","(Fée) Yatsk.","Polystichum auritum (Fée) Yatsk."
ERICACEAE,"Agarista organensis","(Gardner) Hook. ex Nied.","Agarista organensis (Gardner) Hook. ex Nied."
ERICACEAE,"Agarista uleana","(Sleumer) Judd","Agarista uleana (Sleumer) Judd"
ERICACEAE,"Gaylussacia angulata",Gardner,"Gaylussacia angulata Gardner"
ERICACEAE,"Gaylussacia pruinosa",Loes.,"Gaylussacia pruinosa Loes."
ERICACEAE,"Gaylussacia retivenia",Sleumer,"Gaylussacia retivenia Sleumer"
ERIOCAULACEAE,"Paepalanthus ovatus",Körn.,"Paepalanthus ovatus Körn."
ERYTHROXYLACEAE,"Erythroxylum cincinnatum",Mart.,"Erythroxylum cincinnatum Mart."
ERYTHROXYLACEAE,"Erythroxylum gaudichaudii",Peyr.,"Erythroxylum gaudichaudii Peyr."
ERYTHROXYLACEAE,"Erythroxylum glazioui",O.E.Schulz,"Erythroxylum glazioui O.E.Schulz"
ERYTHROXYLACEAE,"Erythroxylum lancifolium",Peyr.,"Erythroxylum lancifolium Peyr."
ERYTHROXYLACEAE,"Erythroxylum magnoliifolium",A.St.-Hil.,"Erythroxylum magnoliifolium A.St.-Hil."
ERYTHROXYLACEAE,"Erythroxylum occultum",Plowman,"Erythroxylum occultum Plowman"
ERYTHROXYLACEAE,"Erythroxylum ovalifolium",Peyr.,"Erythroxylum ovalifolium Peyr."
EUPHORBIACEAE,"Acalypha ampliata","Pax & K.Hoffm.","Acalypha ampliata Pax & K.Hoffm."
EUPHORBIACEAE,"Acalypha aspericocca","Pax & K.Hoffm.","Acalypha aspericocca Pax & K.Hoffm."
EUPHORBIACEAE,"Acalypha macularis","Pax & K.Hoffm.","Acalypha macularis Pax & K.Hoffm."
EUPHORBIACEAE,"Acalypha peckoltii",Müll.Arg.,"Acalypha peckoltii Müll.Arg."
EUPHORBIACEAE,"Acalypha pohliana",Müll.Arg.,"Acalypha pohliana Müll.Arg."
EUPHORBIACEAE,"Acalypha radicans",Müll.Arg.,"Acalypha radicans Müll.Arg."
EUPHORBIACEAE,"Acalypha subsana","Mart. ex Colla","Acalypha subsana Mart. ex Colla"
EUPHORBIACEAE,"Actinostemon mandiocanus","(Müll.Arg.) Pax","Actinostemon mandiocanus (Müll.Arg.) Pax"
EUPHORBIACEAE,"Algernonia gibbosa","(Pax & K.Hoffm.) Emmerich","Algernonia gibbosa (Pax & K.Hoffm.) Emmerich"
EUPHORBIACEAE,"Algernonia glazioui",Emmerich,"Algernonia glazioui Emmerich"
EUPHORBIACEAE,"Algernonia paulae",Emmerich,"Algernonia paulae Emmerich"
EUPHORBIACEAE,"Bernardia brevipes",Müll.Arg.,"Bernardia brevipes Müll.Arg."
EUPHORBIACEAE,"Caperonia velloziana",Müll.Arg.,"Caperonia velloziana Müll.Arg."
EUPHORBIACEAE,"Croton nigricans","(Mart. ex Schltdl.) Radcl.-Sm. & Govaerts","Croton nigricans (Mart. ex Schltdl.) Radcl.-Sm. & Govaerts"
EUPHORBIACEAE,"Croton tenuicaulis","van Ee & P.E. Berry","Croton tenuicaulis van Ee & P.E. Berry"
EUPHORBIACEAE,"Dalechampia granadilla",Baill.,"Dalechampia granadilla Baill."
EUPHORBIACEAE,"Euphorbia laevigata",Lam.,"Euphorbia laevigata Lam."
EUPHORBIACEAE,"Euphorbia sabulicola",Boiss.,"Euphorbia sabulicola Boiss."
EUPHORBIACEAE,"Manihot corymbiflora","Pax & K.Hoffm.","Manihot corymbiflora Pax & K.Hoffm."
EUPHORBIACEAE,"Ophthalmoblapton macrophyllum",Allemão,"Ophthalmoblapton macrophyllum Allemão"
EUPHORBIACEAE,"Sebastiania pteroclada","(Müll.Arg.) Müll.Arg.","Sebastiania pteroclada (Müll.Arg.) Müll.Arg."
EUPHORBIACEAE,"Tragia peltata",Vell.,"Tragia peltata Vell."
FABACEAE,"Aeschynomene bradei",Rudd,"Aeschynomene bradei Rudd"
FABACEAE,"Bauhinia albicans",Vogel,"Bauhinia albicans Vogel"
FABACEAE,"Dahlstedtia glaziovii","(Taub.) M.J. Silva & A.M.G. Azevedo","Dahlstedtia glaziovii (Taub.) M.J. Silva & A.M.G. Azevedo"
FABACEAE,"Dahlstedtia grandiflora","(A.M.G. Azevedo) M.J. Silva & A.M.G. Azevedo","Dahlstedtia grandiflora (A.M.G. Azevedo) M.J. Silva & A.M.G. Azevedo"
FABACEAE,"Dalbergia glaziovii",Harms,"Dalbergia glaziovii Harms"
FABACEAE,"Inga arenicola",T.D.Penn.,"Inga arenicola T.D.Penn."
FABACEAE,"Inga enterolobioides",T.D.Penn.,"Inga enterolobioides T.D.Penn."
FABACEAE,"Luetzelburgia trialata","(Ducke) Ducke","Luetzelburgia trialata (Ducke) Ducke"
FABACEAE,"Lupinus dusenianus",C.P.Sm.,"Lupinus dusenianus C.P.Sm."
FABACEAE,"Lupinus hasslerianus",C.P.Sm.,"Lupinus hasslerianus C.P.Sm."
FABACEAE,"Lupinus russellianus",C.P.Sm.,"Lupinus russellianus C.P.Sm."
FABACEAE,"Machaerium firmum","(Vell.) Benth.","Machaerium firmum (Vell.) Benth."
FABACEAE,"Machaerium legale","(Vell.) Benth.","Machaerium legale (Vell.) Benth."
FABACEAE,"Machaerium macaense","C.V. Mendonça, A.M.G. Azevedo & H.C. Lima","Machaerium macaense C.V. Mendonça, A.M.G. Azevedo & H.C. Lima"
FABACEAE,"Machaerium obovatum","Kuhlm. & Hoehne","Machaerium obovatum Kuhlm. & Hoehne"
FABACEAE,"Martiodendron fluminense",Lombardi,"Martiodendron fluminense Lombardi"
FABACEAE,"Mimosa ernestii",Harms,"Mimosa ernestii Harms"
FABACEAE,"Mimosa glazioui",Benth.,"Mimosa glazioui Benth."
FABACEAE,"Moldenhawera polysperma","(Vell.) Stellfeld","Moldenhawera polysperma (Vell.) Stellfeld"
FABACEAE,"Ormosia altimontana","J.E. Mereles & H.C. Lima","Ormosia altimontana J.E. Mereles & H.C. Lima"
FABACEAE,"Peltogyne mattosiana",Rizzini,"Peltogyne mattosiana Rizzini"
FABACEAE,"Piptadenia laxipinna",G.M.Barroso,"Piptadenia laxipinna G.M.Barroso"
FABACEAE,"Piptadenia polyptera",Benth.,"Piptadenia polyptera Benth."
FABACEAE,"Poecilanthe fluminensis","J.E. Mereles & H.C. Lima","Poecilanthe fluminensis J.E. Mereles & H.C. Lima"
FABACEAE,"Senegalia miersii","(Benth.) Seigler & Ebinger","Senegalia miersii (Benth.) Seigler & Ebinger"
FABACEAE,"Senegalia mikanii","(Benth.) Seigler & Ebinger","Senegalia mikanii (Benth.) Seigler & Ebinger"
FABACEAE,"Swartzia glazioviana","(Taub.) Glaz.","Swartzia glazioviana (Taub.) Glaz."
FABACEAE,"Swartzia submontana","R. B. Pinto, Torke & Mansano","Swartzia submontana R. B. Pinto, Torke & Mansano"
FABACEAE,"Tachigali beaurepairei","(Harms) L.G.Silva & H.C.Lima","Tachigali beaurepairei (Harms) L.G.Silva & H.C.Lima"
FABACEAE,"Zollernia glaziovii",Yakovlev,"Zollernia glaziovii Yakovlev"
FRULLANIACEAE,"Frullania brachycarpa",Spruce,"Frullania brachycarpa Spruce"
FRULLANIACEAE,"Frullania cuencensis",Taylor,"Frullania cuencensis Taylor"
GENTIANACEAE,"Prepusa alata","Porto & Brade","Prepusa alata Porto & Brade"
GENTIANACEAE,"Prepusa connata",Gardner,"Prepusa connata Gardner"
GENTIANACEAE,"Prepusa hookeriana",Gardner,"Prepusa hookeriana Gardner"
GERANIACEAE,"Geranium brasiliense",Progel,"Geranium brasiliense Progel"
GESNERIACEAE,"Besleria fluminensis",Brade,"Besleria fluminensis Brade"
GESNERIACEAE,"Besleria grandifolia",Schott,"Besleria grandifolia Schott"
GESNERIACEAE,"Besleria melancholica","(Vell.) C.V.Morton","Besleria melancholica (Vell.) C.V.Morton"
GESNERIACEAE,"Nematanthus mirabilis","(Handro) Chautems","Nematanthus mirabilis (Handro) Chautems"
GESNERIACEAE,"Nematanthus pycnophyllus","Chautems et al.","Nematanthus pycnophyllus Chautems et al."
GESNERIACEAE,"Nematanthus serpens","(Vell.) Chautems","Nematanthus serpens (Vell.) Chautems"
GESNERIACEAE,"Sinningia bulbosa","(Ker Gawl.) Wiehler","Sinningia bulbosa (Ker Gawl.) Wiehler"
GESNERIACEAE,"Sinningia cardinalis","(Lehm.) H.E.Moore","Sinningia cardinalis (Lehm.) H.E.Moore"
GESNERIACEAE,"Sinningia cochlearis","(Hook.) Chautems","Sinningia cochlearis (Hook.) Chautems"
GESNERIACEAE,"Sinningia gesneriifolia","(Hanst.) Clayberg","Sinningia gesneriifolia (Hanst.) Clayberg"
GESNERIACEAE,"Sinningia guttata",Lindl.,"Sinningia guttata Lindl."
GESNERIACEAE,"Sinningia helleri",Nees,"Sinningia helleri Nees"
GESNERIACEAE,"Sinningia hirsuta","(Lindl.) G.Nicholson","Sinningia hirsuta (Lindl.) G.Nicholson"
GESNERIACEAE,"Sinningia lateritia","(Lindl.) Chautems","Sinningia lateritia (Lindl.) Chautems"
GESNERIACEAE,"Sinningia lindleyi",Schauer,"Sinningia lindleyi Schauer"
GESNERIACEAE,"Sinningia muscicola","Chautems, T. Lopes & M. Peixoto","Sinningia muscicola Chautems, T. Lopes & M. Peixoto"
GESNERIACEAE,"Sinningia pusilla","(Mart.) Baill.","Sinningia pusilla (Mart.) Baill."
GESNERIACEAE,"Vanhouttea bradeana",Hoehne,"Vanhouttea bradeana Hoehne"
GESNERIACEAE,"Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems","Vanhouttea fruticulosa (Glaz. ex Hoehne) Chautems"
GESNERIACEAE,"Vanhouttea gardneri","(Hook.) Fritsch","Vanhouttea gardneri (Hook.) Fritsch"
GESNERIACEAE,"Vanhouttea lanata",Fritsch,"Vanhouttea lanata Fritsch"
HELICONIACEAE,"Heliconia pseudoaemygdiana","Emygdio & E.Santos","Heliconia pseudoaemygdiana Emygdio & E.Santos"
HERBERTACEAE,"Herbertus sendtneri","(Nees) Lindb.","Herbertus sendtneri (Nees) Lindb."
HUMIRIACEAE,"Humiriastrum glaziovii","(Urb.) Cuatrec.","Humiriastrum glaziovii (Urb.) Cuatrec."
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum","Brade & Rosenst.","Hymenophyllum sampaioanum Brade & Rosenst."
IRIDACEAE,"Neomarica itatiaica","(Ravenna) A. Gil","Neomarica itatiaica (Ravenna) A. Gil"
IRIDACEAE,"Neomarica longifolia","(Link & Otto) Sprague","Neomarica longifolia (Link & Otto) Sprague"
IRIDACEAE,"Neomarica northiana","(Schneev.) Sprague","Neomarica northiana (Schneev.) Sprague"
IRIDACEAE,"Neomarica silvestris","(Vell.) Chukr","Neomarica silvestris (Vell.) Chukr"
IRIDACEAE,"Sisyrinchium glaziovii",Baker,"Sisyrinchium glaziovii Baker"
IRIDACEAE,"Trimezia organensis",Ravenna,"Trimezia organensis Ravenna"
ISOETACEAE,"Isoetes goebelii",U.Weber,"Isoetes goebelii U.Weber"
ISOETACEAE,"Isoetes organensis",U.Weber,"Isoetes organensis U.Weber"
ISOETACEAE,"Isoetes ulei",U.Weber,"Isoetes ulei U.Weber"
LAMIACEAE,"Hedeoma crenatum",Irving,"Hedeoma crenatum Irving"
LAMIACEAE,"Hyptis cymulosa",Benth.,"Hyptis cymulosa Benth."
LAMIACEAE,"Monochilus gloxiniifolius","Fisch. & C.A.Mey.","Monochilus gloxiniifolius Fisch. & C.A.Mey."
LAMIACEAE,"Salvia altissima",Pohl,"Salvia altissima Pohl"
LAMIACEAE,"Salvia benthamiana",Gardner,"Salvia benthamiana Gardner"
LAMIACEAE,"Salvia longibracteolata",E.P.Santos,"Salvia longibracteolata E.P.Santos"
LAMIACEAE,"Salvia rivularis",Gardner,"Salvia rivularis Gardner"
LAMIACEAE,"Scutellaria tubiflora",Benth.,"Scutellaria tubiflora Benth."
LAURACEAE,"Aniba pedicellata",Kosterm.,"Aniba pedicellata Kosterm."
LAURACEAE,"Beilschmiedia angustifolia",Kosterm.,"Beilschmiedia angustifolia Kosterm."
LAURACEAE,"Beilschmiedia stricta",Kosterm.,"Beilschmiedia stricta Kosterm."
LAURACEAE,"Endlicheria balsamea",Vattimo-Gil,"Endlicheria balsamea Vattimo-Gil"
LAURACEAE,"Mezilaurus navalium","(Allemão) Taub. ex Mez","Mezilaurus navalium (Allemão) Taub. ex Mez"
LAURACEAE,"Nectandra spicata",Meisn.,"Nectandra spicata Meisn."
LAURACEAE,"Ocotea abbreviata","Schwacke & Mez","Ocotea abbreviata Schwacke & Mez"
LAURACEAE,"Ocotea leucophloea","(Nees et Mart.) L.C.S. Assis e Mello-Silva","Ocotea leucophloea (Nees et Mart.) L.C.S. Assis e Mello-Silva"
LAURACEAE,"Ocotea schwackeana",Mez,"Ocotea schwackeana Mez"
LAURACEAE,"Ocotea sinaiana",Vattimo-Gil,"Ocotea sinaiana Vattimo-Gil"
LAURACEAE,"Ocotea sulcata",Vattimo-Gil,"Ocotea sulcata Vattimo-Gil"
LECYTHIDACEAE,"Couratari pyramidata","(Vell.) Kunth","Couratari pyramidata (Vell.) Kunth"
LEJEUNEACEAE,"Colura itatyana",Steph.,"Colura itatyana Steph."
LEJEUNEACEAE,"Lejeunea inflexiloba","J.B.Jack & Steph.","Lejeunea inflexiloba J.B.Jack & Steph."
LENTIBULARIACEAE,"Utricularia geminiloba",Benj.,"Utricularia geminiloba Benj."
LOGANIACEAE,"Strychnos dantaensis","E.A. Manoel, Carrijo & E.F. Gim.","Strychnos dantaensis E.A. Manoel, Carrijo & E.F. Gim."
LOGANIACEAE,"Strychnos jacarepiensis","E.A.Manoel & E.F.Guim.","Strychnos jacarepiensis E.A.Manoel & E.F.Guim."
LORANTHACEAE,"Psittacanthus pluricotyledonarius",Rizzini,"Psittacanthus pluricotyledonarius Rizzini"
LORANTHACEAE,"Struthanthus armandianus",Rizzini,"Struthanthus armandianus Rizzini"
LORANTHACEAE,"Struthanthus dorothyi",Rizzini,"Struthanthus dorothyi Rizzini"
LORANTHACEAE,"Struthanthus harlingianus",Rizzini,"Struthanthus harlingianus Rizzini"
LORANTHACEAE,"Struthanthus involucratus",Rizzini,"Struthanthus involucratus Rizzini"
LORANTHACEAE,"Struthanthus maricensis","Rizzini ex Profice","Struthanthus maricensis Rizzini"
LORANTHACEAE,"Struthanthus pentamerus",Rizzini,"Struthanthus pentamerus Rizzini"
MALPIGHIACEAE,"Banisteriopsis magdalenensis",B.Gates,"Banisteriopsis magdalenensis B.Gates"
MALPIGHIACEAE,"Bronwenia peckoltii","W.R.Anderson & C.C.Davis","Bronwenia peckoltii W.R.Anderson & C.C.Davis"
MALPIGHIACEAE,"Heteropterys occhionii",Amorim,"Heteropterys occhionii Amorim"
MALPIGHIACEAE,"Heteropterys ternstroemiifolia",A.Juss.,"Heteropterys ternstroemiifolia A.Juss."
MALPIGHIACEAE,"Hiraea wiedeana",A.Juss.,"Hiraea wiedeana A.Juss."
MALPIGHIACEAE,"Janusia diminuta","R.Sebast. & Mamede","Janusia diminuta R.Sebast. & Mamede"
MALPIGHIACEAE,"Stigmaphyllon affine",A.Juss.,"Stigmaphyllon affine A.Juss."
MALPIGHIACEAE,"Stigmaphyllon carautae",C.E.Anderson,"Stigmaphyllon carautae C.E.Anderson"
MALVACEAE,"Abutilon anodoides","A.St.-Hil. & Naudin","Abutilon anodoides A.St.-Hil. & Naudin"
MALVACEAE,"Abutilon esculentum",A.St.-Hil.,"Abutilon esculentum A.St.-Hil."
MALVACEAE,"Abutilon hirsutum","(Vell.) K.Schum.","Abutilon hirsutum (Vell.) K.Schum."
MALVACEAE,"Abutilon macrocarpum","Guillem. & Perr.","Abutilon macrocarpum Guillem. & Perr."
MALVACEAE,"Abutilon macrophyllum","A.St.-Hil. & Naudin","Abutilon macrophyllum A.St.-Hil. & Naudin"
MALVACEAE,"Byttneria beyrichiana",K.Schum.,"Byttneria beyrichiana K.Schum."
MALVACEAE,"Callianthe glaziovii","(K. Schum.) Donnel","Callianthe glaziovii (K. Schum.) Donnel"
MALVACEAE,"Callianthe rufivela","(Hochr.) Donnel","Callianthe rufivela (Hochr.) Donnel"
MALVACEAE,"Callianthe schenckii","(K. Shum.) Donnel","Callianthe schenckii (K. Shum.) Donnel"
